Certificate of Inspection,Inspection Number,Date of Occurance,Year (added),Business Unique ID,UniqueBusinessID_NoYear,Business Name,DBA Trade Name,Business Category,Inspection type,Device Category,Device Class,Device Type,Devices Inspected,Devices Approved,Devices Condemned/Confiscated,Confiscated,Address Type,Building Number,Street Name,Street Name 2,Unit Type,Unit,City,State,Postcode,Borough,Community Board,Council District,BIN,BBL,NTA,Latitude,Longitude
A0198549,INS-000803265,11/13/2024,2024,BA-1552357-2022,BA-1552357,"YAFAI GROCERY STORE, INC.",,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,1769,PITMAN AVE,,,,BRONX,NY,10466,Bronx,212,11,2070013,2050500077,BX62,40.89548885,-73.8505901
A0165250,INS-000736952,04/24/2024,2024,BA-1537037-2022,BA-1537037,"YABAI, IBRAHIM",MANHATTAN AVE FOOD MARKET,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,507,MANHATTAN AVE,,,,NEW YORK,NY,10027,Manhattan,110,9,1059184,1019480012,MN11,40.80831968,-73.95443418
A0149367,INS-000701005,01/05/2024,2024,BA-1515055-2022,BA-1515055,Y&A INTERNATIONAL FOOD INC,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,2027,AVENUE U,,,,BROOKLYN,NY,11229,Brooklyn,315,48,3198323,3073250038,BK44,40.59942805,-73.95105854
A0149367,INS-000701005,01/05/2024,2024,BA-1515055-2022,BA-1515055,Y&A INTERNATIONAL FOOD INC,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Pre-pack Scale - 01,1,1,0,,Complete Address,2027,AVENUE U,,,,BROOKLYN,NY,11229,Brooklyn,315,48,3198323,3073250038,BK44,40.59942805,-73.95105854
A0180424,INS-000767600,07/30/2024,2024,BA-1514651-2022,BA-1514651,Y B MARKET INC.,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,2,2,0,,Complete Address,80,7TH AVE,,,,BROOKLYN,NY,11217,Brooklyn,306,39,3019870,3009540040,BK37,40.67498328,-73.97512121
A0134573,INS-000664895,09/08/2023,2023,BA-1514651-2022,BA-1514651,Y B MARKET INC.,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,2,2,0,,Complete Address,80,7TH AVE,,LBBY,,BROOKLYN,NY,11217,Brooklyn,306,39,3019870,3009540040,BK37,40.67498328,-73.97512121
A0134583,INS-000664913,09/08/2023,2023,BA-1544289-2022,BA-1544289,Y AND P THREE INC.,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,1659,3RD AVE,,,,NEW YORK,NY,10128,Manhattan,108,5,1048915,1015380001,MN32,40.78316275,-73.95079711
A0153020,INS-000711507,02/02/2024,2024,BA-1534234-2022,BA-1534234,Y & S DELI CORP.,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,1228,NOSTRAND AVE,,,,BROOKLYN,NY,11225,Brooklyn,309,40,3115760,3050470048,BK60,40.6572522,-73.95027727
A0140074,INS-000683951,10/20/2023,2023,BA-1612373-2023,BA-1612373,Y & M GLATT MINIMART INC,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,3,3,0,,Complete Address,11633,METROPOLITAN AVE,,,,RICHMOND HILL,NY,11418,Queens,409,29,4079441,4033240054,,40.70719315,-73.83519612
A0184743,INS-000776474,08/23/2024,2024,BA-1480624-2022,BA-1480624,Y & M FISH MARKET INC,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,3,3,0,,Complete Address,1818,CHURCH AVE,,,,BROOKLYN,NY,11226,Brooklyn,314,40,3117092,3050990007,BK42,40.64953037,-73.96282398
A0153538,INS-000712655,02/07/2024,2024,BA-1549955-2022,BA-1549955,XPRESS DELI & GROCERY INC,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,4120,DITMARS BLVD,,,,ASTORIA,NY,11105,Queens,401,22,4015326,4007940008,QN72,40.7721827,-73.90513413
A0176532,INS-000759051,07/03/2024,2024,BA-1701389-2024,BA-1701389,XING YUN GROCERY INC.,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,48,ELDRIDGE ST,,FRNT,1,NEW YORK,NY,10002,Manhattan,103,1,1003880,1003000007,MN27,40.71596515,-73.99307756
A0140729,INS-000685137,10/25/2023,2023,BA-1556297-2022,BA-1556297,XIANGFU GROCERY INC,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,5111,7TH AVE,,,,BROOKLYN,NY,11220,Brooklyn,307,43,3013730,3008020005,BK34,40.64175473,-74.00661927
A0168244,INS-000742351,05/09/2024,2024,BA-1692857-2024,BA-1692857,XIAN GUO YUAN INC,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,5924,8TH AVE,,STE,1,BROOKLYN,NY,11220,Brooklyn,307,43,3016428,3008660049,BK34,40.63589444,-74.00915519
A0203025,INS-000811706,12/10/2024,2024,BA-1582593-2023,BA-1582593,WYCKOFF GARDEN DELI AND MORE CORPORATION,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,164,NEVINS ST,,,,BROOKLYN,NY,11217,Brooklyn,302,39,3005935,3003870048,BK38,40.68364467,-73.98431939
A0182108,INS-000770984,08/08/2024,2024,BA-1483308-2022,BA-1483308,WY FOOD CORP.,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,270,5TH AVE,,,,BROOKLYN,NY,11215,Brooklyn,306,39,3020591,3009640036,BK37,40.67446304,-73.98190615
A0200267,INS-000806385,11/21/2024,2024,BA-1513401-2022,BA-1513401,WOODSIDE MINI MARKET CORP.,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,4762,47TH ST,,,,WOODSIDE,NY,11377,Queens,402,26,4052878,4022840053,QN31,40.73995581,-73.91840199
A0142117,INS-000687454,11/08/2023,2023,BA-1562634-2022,BA-1562634,WOODROW BAGELS INC,RICHMOND FIESTA MARKET INC,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,896,HUGUENOT AVE,,,,STATEN ISLAND,NY,10312,Staten Island,503,51,5107784,5068150058,SI32,40.53249666,-74.19208045
A0165918,INS-000738034,04/26/2024,2024,BA-1693265-2024,BA-1693265,WMB BAGELS CORP.,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,1437,150TH ST,,,,WHITESTONE,NY,11357,Queens,407,19,4106237,4046780132,,40.78796008,-73.8134733
A0162401,INS-000731936,04/05/2024,2024,BA-1550309-2022,BA-1550309,WIZE DELI GROCERY CORP,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,10248,JAMAICA AVE,,,,RICHMOND HILL,NY,11418,Queens,409,29,4194203,4092880024,QN54,40.69515454,-73.84504194
A0161960,INS-000731200,04/04/2024,2024,BA-1503185-2022,BA-1503185,WISE GOURMET DELI & GROCERY CORP.,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,821,FRANKLIN AVE,,,,BROOKLYN,NY,11225,Brooklyn,309,35,3032873,3012660005,BK63,40.67027929,-73.95810089
A0157038,INS-000722397,03/05/2024,2024,BA-1555208-2022,BA-1555208,WINNER'S AFRICAN MARKET INC,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Pre-pack Scale - 01,1,1,0,,Complete Address,379,THOMAS S BOYLAND ST,,,,BROOKLYN,NY,11233,Brooklyn,316,41,3039358,3014650003,BK79,40.671512,-73.91415262
A0144324,INS-000692063,11/27/2023,2023,BA-1522085-2022,BA-1522085,WING Y INC,Wing Y Inc,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,0,0,0,,Complete Address,14,VARICK ST,,,,BROOKLYN,NY,11222,Brooklyn,301,33,3066690,3026640001,BK76,40.72624856,-73.93583037
A0144324,INS-000692063,11/27/2023,2023,BA-1522085-2022,BA-1522085,WING Y INC,Wing Y Inc,Grocery-Retail - 808,Scale,Scale,,Computing Scale - 02,2,2,0,,Complete Address,14,VARICK ST,,,,BROOKLYN,NY,11222,Brooklyn,301,33,3066690,3026640001,BK76,40.72624856,-73.93583037
A0179211,INS-000764392,07/23/2024,2024,BA-1567010-2022,BA-1567010,WING FUNG 2019 INC.,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,4,4,0,,Complete Address,7821,QUEENS BLVD,,,,ELMHURST,NY,11373,Queens,404,25,4038516,4015370001,QN50,40.73829179,-73.88536436
A0150061,INS-000702933,01/12/2024,2024,BA-1508015-2022,BA-1508015,WING FUNG 2019 INC.,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,2,2,0,,Complete Address,5507,8TH AVE,,,,BROOKLYN,NY,11220,Brooklyn,312,43,3139487,3056790007,BK34,40.63820297,-74.00672701
A0138163,INS-000680742,10/04/2023,2023,BA-1567010-2022,BA-1567010,WING FUNG 2019 INC.,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,4,4,0,,Complete Address,7821,QUEENS BLVD,,,,ELMHURST,NY,11373,Queens,404,25,4038516,4015370001,QN50,40.73829179,-73.88536436
A0149814,INS-000701911,01/10/2024,2024,BA-1561006-2022,BA-1561006,WING FUNG 2019 INC.,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,6608,BAY PKWY,,,,BROOKLYN,NY,11204,Brooklyn,311,43,3134525,3055640042,BK28,40.61293603,-73.98240546
A0213001,INS-000831601,02/25/2025,2025,BA-1722217-2025,BA-1722217,WING FUNG 2019 INC.,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,2,2,0,,Complete Address,217,GRAND ST,,,,NEW YORK,NY,10013,Manhattan,102,1,1087663,1002387502,MN24,40.71885552,-73.99595602
A0128345,INS-000653780,07/14/2023,2023,BA-1552549-2022,BA-1552549,WING FAT COMPANY INC.,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,2,2,0,,Complete Address,5718,8TH AVE,,,,BROOKLYN,NY,11220,Brooklyn,307,43,3015888,3008500045,BK34,40.63704459,-74.00795914
A0158959,INS-000725837,03/18/2024,2024,BA-1558878-2022,BA-1558878,WING FAT COMPANY INC.,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,2,2,0,,Complete Address,158,HESTER STREET,,,,NEW YORK,NY,10013,Manhattan,102,1,1087278,1002047501,MN24,40.71771098,-73.99668118
A0126903,INS-000651469,07/05/2023,2023,BA-1561821-2022,BA-1561821,WIN FOR LIFE DELI & GROCERY INC,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,382,AVENUE P,,,,BROOKLYN,NY,11204,Brooklyn,311,44,3175880,3066320006,BK29,40.60874303,-73.97356843
A0174281,INS-000754556,06/18/2024,2024,BA-1622217-2023,BA-1622217,WILTON AVE DELI & GROCERY INC,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,143,E 149TH ST,,,,BRONX,NY,10451,Bronx,204,8,2001040,2023470001,BX63,40.81877189,-73.92809628
A0203385,INS-000812387,12/12/2024,2024,BA-1534934-2022,BA-1534934,WILSON FOOD MARKET CORP,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,625,WILSON AVE,,,,BROOKLYN,NY,11207,Brooklyn,304,37,3079777,3034360008,BK77,40.68973402,-73.90642336
A0172731,INS-000751428,06/06/2024,2024,BA-1698563-2024,BA-1698563,WILSON FOOD CENTER DELI & GRILL INC,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,443,WILSON AVE,,,,BROOKLYN,NY,11221,Brooklyn,304,37,3077059,3033700001,BK77,40.69377165,-73.91353256
A0195944,INS-000798123,10/25/2024,2024,BA-1528951-2022,BA-1528951,WILSON 26 DELI GROCERY CORP,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,26,WILSON AVE,,,,BROOKLYN,NY,11237,Brooklyn,304,34,3071925,3031540035,BK78,40.70317824,-73.9300928
A0147032,INS-000696695,12/15/2023,2023,BA-1528951-2022,BA-1528951,WILSON 26 DELI GROCERY CORP,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,26,WILSON AVE,,,,BROOKLYN,NY,11237,Brooklyn,304,34,3071925,3031540035,BK78,40.70317824,-73.9300928
A0147406,INS-000696399,12/19/2023,2023,BA-1551355-2022,BA-1551355,WILLY DELI GROCERY CORP,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,2,2,0,,Complete Address,506,COURT ST,,,,BROOKLYN,NY,11231,Brooklyn,306,39,3005592,3003770037,BK33,40.67658617,-73.99869132
A0153324,INS-000712147,02/06/2024,2024,BA-1514614-2022,BA-1514614,WILLIAMSBURGH DELI & GROCERY INC.,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,168,GRAHAM AVE,,,,BROOKLYN,NY,11206,Brooklyn,301,34,3071133,3030530001,BK78,40.70744808,-73.94321006
A0133515,INS-000663171,08/30/2023,2023,BA-1514614-2022,BA-1514614,WILLIAMSBURGH DELI & GROCERY INC.,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,168,GRAHAM AVE,,,,BROOKLYN,NY,11206,Brooklyn,301,34,3071133,3030530001,BK78,40.70744808,-73.94321006
A0164420,INS-000735525,04/18/2024,2024,BA-1692248-2024,BA-1692248,WILLIAMSBURG DELI SERVICE  LLC,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,296,BROADWAY,,,,BROOKLYN,NY,11211,Brooklyn,301,34,3059660,3021410016,BK73,40.7085277,-73.95821751
A0179971,INS-000766567,07/25/2024,2024,BA-1513324-2022,BA-1513324,WILLIAMS CANDY SHOPPE,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,1318,SURF AVENUE,,,,BROOKLYN,NY,11224,Brooklyn,313,47,3329351,3070740250,BK21,40.57553531,-73.98184655
A0142307,INS-000687759,11/09/2023,2023,BA-1502230-2022,BA-1502230,"WILLIAM POLL, INC.",,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,1051,LEXINGTON AVE,,,,NEW YORK,NY,10021,Manhattan,108,4,1043113,1014090153,MN40,40.77219316,-73.96090339
A0203818,INS-000813119,12/13/2024,2024,BA-1483088-2022,BA-1483088,WILLETS POINT FISH MARKET INC.,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,2,2,0,,Complete Address,2724,EAST TREMONT AVENUE,,,,BRONX,NY,10461,Bronx,210,18,2041967,2039880037,BX37,40.84240461,-73.84509289
A0192372,INS-000790754,10/05/2024,2024,BA-1496156-2022,BA-1496156,"WILKLOW ORCHARDS, LLC",,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,5,5,0,,Complete Address,20,GRAND ARMY PLZ,,,,BROOKLYN,NY,11238,Brooklyn,355,39,3347227,3200089999,BK37,40.67264347,-73.96983359
A0179269,INS-000764494,07/23/2024,2024,BA-1562912-2022,BA-1562912,WILKENS II DELI LTD.,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,4,4,0,,Complete Address,7114,AVENUE U,,,,BROOKLYN,NY,11234,Brooklyn,318,46,3237693,3084310041,BK45,40.62011855,-73.90698923
A0162820,INS-000732673,04/09/2024,2024,BA-1441617-2022,BA-1441617,WIESNER'S FOOD CENTER INC.,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,3,3,0,,Complete Address,5918,18TH AVE,,,,BROOKLYN,NY,11204,Brooklyn,312,44,3131789,3055110045,BK88,40.62245556,-73.98684094
A0134893,INS-000665392,09/11/2023,2023,BA-1487650-2022,BA-1487650,"WIDE LAKE 4, INC.",,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,3302,31ST AVE,,,,ASTORIA,NY,11106,Queens,401,22,4008898,4006230038,QN70,40.76350533,-73.92175561
A0157712,INS-000723541,03/11/2024,2024,BA-1688233-2024,BA-1688233,WHOLESOME FOODS MARKET,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,6,6,0,,Complete Address,1306,ATLANTIC AVE,,,,BROOKLYN,NY,11216,Brooklyn,308,36,3029786,3012010004,BK61,40.67843322,-73.94930247
A0157721,INS-000723556,03/11/2024,2024,BA-1556414-2022,BA-1556414,WHOLE GREEN MARKET INC,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Platform Scale - 01,2,2,0,,Complete Address,9201,63RD DR,,,,REGO PARK,NY,11374,Queens,406,30,4072456,4030940042,QN18,40.7274817,-73.86404558
A0197224,INS-000795665,11/01/2024,2024,BA-1711939-2024,BA-1711939,Whole Foods Market,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,6,6,0,,Complete Address,270,GREENWICH ST,,FRNT,4,NEW YORK,NY,10007,Manhattan,101,1,1087170,1001427501,MN24,40.71538293,-74.01118619
A0152017,INS-000709431,01/29/2024,2024,BA-1516617-2022,BA-1516617,WHITESTONE DELI INC.,CHERRY VALLEY DELI & GRILL,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,1229,150TH ST,,,,WHITESTONE,NY,11357,Queens,407,19,4102668,4045170001,QN49,40.79001442,-73.81426204
A0154708,INS-000717498,02/16/2024,2024,BA-1686187-2024,BA-1686187,WHEEL BAGELS INC,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,6907,4TH AVE,,,,BROOKLYN,NY,11209,Brooklyn,310,47,3145726,3058730011,BK31,40.63446235,-74.02357024
A0215784,INS-000836284,03/12/2025,2025,BA-1551506-2022,BA-1551506,WESTSIDE STOP ONE DELI CORP.,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,700,AMSTERDAM AVE,,,,NEW YORK,NY,10025,Manhattan,107,7,1033650,1012410036,MN12,40.79271587,-73.97135378
A0148931,INS-000700217,01/03/2024,2024,BA-1682215-2024,BA-1682215,WESTSIDE DELI AND CONVENIENCE CORP,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,996,AMSTERDAM AVE,,,,NEW YORK,NY,10025,Manhattan,107,7,1056712,1018810029,MN09,40.80253176,-73.96419778
A0199733,INS-000805433,11/19/2024,2024,BA-1526527-2022,BA-1526527,WESTFIELD MARKET PLACE CORP,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,686,10TH AVE,,,,NEW YORK,NY,10019,Manhattan,104,3,1026579,1010580001,MN15,40.76352069,-73.99262138
A0170640,INS-000747114,05/22/2024,2024,BA-1516927-2022,BA-1516927,WESTCHESTER DELI GROCERY INC.,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,2,2,0,,Complete Address,2397,WESTCHESTER AVE,,,,BRONX,NY,10461,Bronx,210,18,2041693,2039730003,BX59,40.83720759,-73.84618916
A0169217,INS-000744267,05/15/2024,2024,BA-1537066-2022,BA-1537066,"WESTCHESTER CARIBBEAN MART, INC.",,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,2,2,0,,Complete Address,1503,WESTCHESTER AVE,,,,BRONX,NY,10472,Bronx,209,17,2025106,2037720007,BX08,40.8285359,-73.87989715
A0188582,INS-000783850,09/18/2024,2024,BA-1562016-2022,BA-1562016,WEST VILLAGE FOOD MARKET PLACE LLC,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,11,8TH AVE,,,,NEW YORK,NY,10014,Manhattan,102,3,1011444,1006250044,MN23,40.7376406,-74.00473795
A0181226,INS-000769237,08/02/2024,2024,BA-1492543-2022,BA-1492543,WEST VILLAGE FINEST DELI CORP.,WEST VILLAGE FINEST DELI,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,84,7TH AVE S,,,,NEW YORK,NY,10014,Manhattan,102,3,1010179,1005910003,MN23,40.73254639,-74.00342419
A0167755,INS-000741425,05/07/2024,2024,BA-1694672-2024,BA-1694672,WEST RISE CONVENIENCE CORP.,West Market,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,693,10TH AVE,,,,NEW YORK,NY,10036,Manhattan,104,3,1026993,1010760031,MN15,40.76316115,-73.99291743
A0202434,INS-000810580,12/05/2024,2024,BA-1715961-2024,BA-1715961,WEST NY 500 CORP,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,500,HUDSON ST,,,,NEW YORK,NY,10014,Manhattan,102,3,1009876,1005850049,MN23,40.73295797,-74.00641184
A0164577,INS-000735777,04/19/2024,2024,BA-1632475-2023,BA-1632475,WEST HARLEM GROCERY CORP,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,283,W 115TH ST,,,,NEW YORK,NY,10026,Manhattan,110,9,1055219,1018310001,MN11,40.80366511,-73.95565463
A0159293,INS-000726433,03/20/2024,2024,BA-1517775-2022,BA-1517775,WEST FORDHAM GROCRY INC,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,150,W FORDHAM RD,,,,BRONX,NY,10468,Bronx,207,14,2014965,2032250169,BX30,40.86280719,-73.90766932
A0156225,INS-000720695,02/28/2024,2024,BA-1635381-2023,BA-1635381,"WEST FARM FRUIT MARKET, CORP.",,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,1001,E 167TH ST,,,,BRONX,NY,10459,Bronx,203,17,2006184,2027540001,BX35,40.82681951,-73.88995614
A0151838,INS-000708683,01/26/2024,2024,BA-1684289-2024,BA-1684289,WEST 9TH FINEST DELI LLC,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,64,W 9TH ST,,,,NEW YORK,NY,10011,Manhattan,102,2,1077916,1005720010,MN23,40.73400115,-73.99869019
A0128730,INS-000654406,07/19/2023,2023,BA-1538551-2022,BA-1538551,"WEST 6 FRUITS & VEGETABLE STORE, INC.",,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,2,2,0,,Complete Address,294,KINGS HWY,,,,BROOKLYN,NY,11223,Brooklyn,311,43,3176850,3066500077,BK29,40.6051184,-73.97968492
A0205869,INS-000817107,01/02/2025,2025,BA-1546015-2022,BA-1546015,"WEST 53RD GOURMET, INC.",,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,5,5,0,,Complete Address,1301,AVENUE OF THE AMERICAS,,,,NEW YORK,NY,10019,Manhattan,105,4,1023161,1010050029,MN17,40.7612437,-73.97945681
A0156100,INS-000720495,02/28/2024,2024,BA-1621383-2023,BA-1621383,"WEST 4TH MARKETPLACE, INC.",,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,361,AVENUE OF THE AMERICAS,,,,NEW YORK,NY,10014,Manhattan,102,3,1010218,1005920018,MN23,40.73218687,-74.00062061
A0164023,INS-000734877,04/17/2024,2024,BA-1522217-2022,BA-1522217,WENGERD FARM LLC,,Grocery-Retail - 808,WAM - Other,Scale,Miscellaneous Scales,Computing Scale - 01,6,6,0,,Complete Address,245,MESEROLE AVE,,,,BROOKLYN,NY,11222,Brooklyn,301,33,3065442,3026040001,BK76,40.72923191,-73.94616813
A0164023,INS-000734877,04/17/2024,2024,BA-1522217-2022,BA-1522217,WENGERD FARM LLC,,Grocery-Retail - 808,WAM - Other,Scale,Miscellaneous Scales,Computing Scale - 02,4,4,0,,Complete Address,245,MESEROLE AVE,,,,BROOKLYN,NY,11222,Brooklyn,301,33,3065442,3026040001,BK76,40.72923191,-73.94616813
A0217714,INS-000840039,03/25/2025,2025,BA-1632267-2023,BA-1632267,WEBSTER AVE GOURMET DELI CORP,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,375,E 188TH ST,,,,BRONX,NY,10458,Bronx,205,15,2011078,2030260059,BX05,40.86003659,-73.89352716
A0163404,INS-000733707,04/12/2024,2024,BA-1484543-2022,BA-1484543,"WEBER'S FRUIT STORE, INC.",,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,2,2,0,,Complete Address,5522,13TH AVE,,,,BROOKLYN,NY,11219,Brooklyn,312,44,3139742,3056830048,BK88,40.63150032,-73.9958028
A0187172,INS-000781228,09/10/2024,2024,BA-1558338-2022,BA-1558338,WE RUN 4U INC,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,6809,FORT HAMILTON PKWY,,,,BROOKLYN,NY,11219,Brooklyn,310,38,3143045,3057710028,BK30,40.62905695,-74.01156801
A0181861,INS-000770444,08/07/2024,2024,BA-1705034-2024,BA-1705034,"WBC FOOD, INC.",WB Food,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,44,EMPIRE BLVD,,,,BROOKLYN,NY,11225,Brooklyn,309,40,3034713,3013130001,BK60,40.66330291,-73.96048061
