Certificate of Inspection,Inspection Number,Date of Occurance,Year (added),Business Unique ID,UniqueBusinessID_NoYear,Business Name,DBA Trade Name,Business Category,Inspection type,Device Category,Device Class,Device Type,Devices Inspected,Devices Approved,Devices Condemned/Confiscated,Confiscated,Address Type,Building Number,Street Name,Street Name 2,Unit Type,Unit,City,State,Postcode,Borough,Community Board,Council District,BIN,BBL,NTA,Latitude,Longitude
A0190687,INS-000776724,09/26/2024,2024,BA-1446363-2022,BA-1446363,ORCHARD KING CORP.,,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,7,7,0,,Complete Address,2271,86TH ST,,,,BROOKLYN,NY,11214,Brooklyn,311,43,3165941,3063480049,BK28,40.60087921,-73.99206318
A0190687,INS-000776724,09/26/2024,2024,BA-1446363-2022,BA-1446363,ORCHARD KING CORP.,,Supermarket - 819,Scale,Scale,Scale Inspection,Pre-pack Scale - 01,3,3,0,,Complete Address,2271,86TH ST,,,,BROOKLYN,NY,11214,Brooklyn,311,43,3165941,3063480049,BK28,40.60087921,-73.99206318
A0159607,INS-000726961,03/21/2024,2024,BA-1418987-2022,BA-1418987,OWNERS KIDS CORP,,Supermarket - 819,Scale,Scale,Scale Inspection,Pre-pack Scale - 01,2,2,0,,Complete Address,123,AVENUE C,,,,NEW YORK,NY,10009,Manhattan,103,2,1088352,1003907502,MN28,40.72455994,-73.97852288
A0159607,INS-000726961,03/21/2024,2024,BA-1418987-2022,BA-1418987,OWNERS KIDS CORP,,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,5,5,0,,Complete Address,123,AVENUE C,,,,NEW YORK,NY,10009,Manhattan,103,2,1088352,1003907502,MN28,40.72455994,-73.97852288
A0159607,INS-000726961,03/21/2024,2024,BA-1418987-2022,BA-1418987,OWNERS KIDS CORP,,Supermarket - 819,Scale,Scale,Scale Inspection,Customer Scale - 01,1,1,0,,Complete Address,123,AVENUE C,,,,NEW YORK,NY,10009,Manhattan,103,2,1088352,1003907502,MN28,40.72455994,-73.97852288
A0181250,INS-000769274,08/02/2024,2024,BA-1466635-2022,BA-1466635,P & M UTOPIA LLC,,Supermarket - 819,Scale,Scale,Scale Inspection,Customer Scale - 01,1,1,0,,Complete Address,4607,HOLLIS COURT BLVD,,,,FLUSHING,NY,11358,Queens,411,19,4124761,4055280006,QN48,40.75298829,-73.79205601
A0148788,INS-000699873,01/02/2024,2024,BA-1466635-2022,BA-1466635,P & M UTOPIA LLC,,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,10,10,0,,Complete Address,4607,HOLLIS COURT BLVD,,,,FLUSHING,NY,11358,Queens,411,19,4124761,4055280006,QN48,40.75298829,-73.79205601
A0148788,INS-000699873,01/02/2024,2024,BA-1466635-2022,BA-1466635,P & M UTOPIA LLC,,Supermarket - 819,Scale,Scale,Scale Inspection,Pre-pack Scale - 01,3,3,0,,Complete Address,4607,HOLLIS COURT BLVD,,,,FLUSHING,NY,11358,Queens,411,19,4124761,4055280006,QN48,40.75298829,-73.79205601
A0191821,INS-000789619,10/02/2024,2024,BA-1418733-2022,BA-1418733,PAK O AVENUE CORP.,,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,9,9,0,,Complete Address,97,AVENUE O,,,,BROOKLYN,NY,11204,Brooklyn,311,43,3173279,3065770053,BK29,40.6105122,-73.98133282
A0133477,INS-000663082,08/29/2023,2023,BA-1418733-2022,BA-1418733,PAK O AVENUE CORP.,,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,9,9,0,,Complete Address,97,AVENUE O,,,,BROOKLYN,NY,11204,Brooklyn,311,43,3173279,3065770053,BK29,40.6105122,-73.98133282
A0187690,INS-000782226,09/12/2024,2024,BA-1708833-2024,BA-1708833,PARADISE FRESH FOOD LLC,,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,9,9,0,,Complete Address,12312,101ST AVE,,,,SOUTH RICHMOND HILL,NY,11419,Queens,409,29,4200694,4094900001,QN54,40.69090345,-73.82262271
A0168999,INS-000743808,05/14/2024,2024,BA-1426946-2022,BA-1426946,PARADISE MEAT CORP,,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,7,7,0,,Complete Address,2476,WILLIAMSBRIDGE RD,,,,BRONX,NY,10469,Bronx,211,13,2051748,2044490074,BX31,40.86200429,-73.85766443
A0161059,INS-000729578,03/29/2024,2024,BA-1415651-2022,BA-1415651,"PARAMOUNT SUPERMARKET, INC.",,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,8,8,0,,Complete Address,2424,FLATBUSH AVE,,,,BROOKLYN,NY,11234,Brooklyn,318,46,3241968,3085420046,BK45,40.61119131,-73.92406992
A0161059,INS-000729578,03/29/2024,2024,BA-1415651-2022,BA-1415651,"PARAMOUNT SUPERMARKET, INC.",,Supermarket - 819,Scale,Scale,Scale Inspection,Platform Scale - 01,2,2,0,,Complete Address,2424,FLATBUSH AVE,,,,BROOKLYN,NY,11234,Brooklyn,318,46,3241968,3085420046,BK45,40.61119131,-73.92406992
A0161059,INS-000729578,03/29/2024,2024,BA-1415651-2022,BA-1415651,"PARAMOUNT SUPERMARKET, INC.",,Supermarket - 819,Scale,Scale,Scale Inspection,Pre-pack Scale - 01,1,1,0,,Complete Address,2424,FLATBUSH AVE,,,,BROOKLYN,NY,11234,Brooklyn,318,46,3241968,3085420046,BK45,40.61119131,-73.92406992
A0205274,INS-000815884,12/26/2024,2024,BA-1416476-2022,BA-1416476,"PARAMOUNT SUPERMARKET, INC.",,Supermarket - 819,Scale,Scale,Scale Inspection,Pre-pack Scale - 01,4,4,0,,Complete Address,196-35,HORACE HARDING EXPRESSWAY,,,,FRESH MEADOWS,NY,11365,Queens,411,20,4438244,4057060006,QN48,40.74316516,-73.77897951
A0205274,INS-000815884,12/26/2024,2024,BA-1416476-2022,BA-1416476,"PARAMOUNT SUPERMARKET, INC.",,Supermarket - 819,Scale,Scale,Scale Inspection,Customer Scale - 01,1,1,0,,Complete Address,196-35,HORACE HARDING EXPRESSWAY,,,,FRESH MEADOWS,NY,11365,Queens,411,20,4438244,4057060006,QN48,40.74316516,-73.77897951
A0205274,INS-000815884,12/26/2024,2024,BA-1416476-2022,BA-1416476,"PARAMOUNT SUPERMARKET, INC.",,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,10,10,0,,Complete Address,196-35,HORACE HARDING EXPRESSWAY,,,,FRESH MEADOWS,NY,11365,Queens,411,20,4438244,4057060006,QN48,40.74316516,-73.77897951
A0149668,INS-000701671,01/10/2024,2024,BA-1429972-2022,BA-1429972,PARK NATURAL & ORGANIC PRODUCE INC.,,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,7,7,0,,Complete Address,350,COURT ST,,,,BROOKLYN,NY,11231,Brooklyn,306,39,3336021,3003450024,BK33,40.68224308,-73.99596545
A0154720,INS-000717513,02/16/2024,2024,BA-1425383-2022,BA-1425383,PARK SLOPE FOOD & MARKET CORP.,,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,4,4,0,,Complete Address,216,5TH AVE,,,,BROOKLYN,NY,11215,Brooklyn,306,39,3346559,3009550046,BK37,40.67614264,-73.9806547
A0154720,INS-000717513,02/16/2024,2024,BA-1425383-2022,BA-1425383,PARK SLOPE FOOD & MARKET CORP.,,Supermarket - 819,Scale,Scale,Scale Inspection,Customer Scale - 01,1,1,0,,Complete Address,216,5TH AVE,,,,BROOKLYN,NY,11215,Brooklyn,306,39,3346559,3009550046,BK37,40.67614264,-73.9806547
A0154720,INS-000717513,02/16/2024,2024,BA-1425383-2022,BA-1425383,PARK SLOPE FOOD & MARKET CORP.,,Supermarket - 819,Scale,Scale,Scale Inspection,Pre-pack Scale - 01,3,3,0,,Complete Address,216,5TH AVE,,,,BROOKLYN,NY,11215,Brooklyn,306,39,3346559,3009550046,BK37,40.67614264,-73.9806547
A0201988,INS-000809858,12/04/2024,2024,BA-1438332-2022,BA-1438332,"PARK SLOPE FOOD COOP, INC.",,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,17,17,0,,Complete Address,782,UNION ST,,,,BROOKLYN,NY,11215,Brooklyn,306,39,3020190,3009570019,BK37,40.67488752,-73.97657049
A0171523,INS-000748956,05/30/2024,2024,BA-1447208-2022,BA-1447208,PENZO FOOD CORP.,,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,4,4,0,,Complete Address,9030,ROOSEVELT AVE,,,,JACKSON HEIGHTS,NY,11372,Queens,404,21,4038785,4015510004,QN29,40.74850854,-73.87553368
A0171523,INS-000748956,05/30/2024,2024,BA-1447208-2022,BA-1447208,PENZO FOOD CORP.,,Supermarket - 819,Scale,Scale,Scale Inspection,Customer Scale - 01,1,1,0,,Complete Address,9030,ROOSEVELT AVE,,,,JACKSON HEIGHTS,NY,11372,Queens,404,21,4038785,4015510004,QN29,40.74850854,-73.87553368
A0171523,INS-000748956,05/30/2024,2024,BA-1447208-2022,BA-1447208,PENZO FOOD CORP.,,Supermarket - 819,Scale,Scale,Scale Inspection,Pre-pack Scale - 01,2,2,0,,Complete Address,9030,ROOSEVELT AVE,,,,JACKSON HEIGHTS,NY,11372,Queens,404,21,4038785,4015510004,QN29,40.74850854,-73.87553368
A0195108,INS-000796433,10/22/2024,2024,BA-1416660-2022,BA-1416660,PERALTA-BUENO CORP.,,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,6,6,0,,Complete Address,2578,PITKIN AVE,,,,BROOKLYN,NY,11208,Brooklyn,305,42,3094921,3042270017,BK82,40.67466494,-73.87697654
A0175921,INS-000757868,06/26/2024,2024,BA-1700158-2024,BA-1700158,Pink and White Markets Inc,,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,11,11,0,,Complete Address,2015,BROADWAY,,,,NEW YORK,NY,10023,Manhattan,107,6,1028950,1011407501,MN14,40.77610417,-73.98215654
A0175921,INS-000757868,06/26/2024,2024,BA-1700158-2024,BA-1700158,Pink and White Markets Inc,,Supermarket - 819,Scale,Scale,Scale Inspection,Pre-pack Scale - 01,2,2,0,,Complete Address,2015,BROADWAY,,,,NEW YORK,NY,10023,Manhattan,107,6,1028950,1011407501,MN14,40.77610417,-73.98215654
A0211354,INS-000828797,02/11/2025,2025,BA-1700158-2024,BA-1700158,Pink and White Markets Inc,,Supermarket - 819,Scale,Scale,Scale Inspection,Customer Scale - 01,1,1,0,,Complete Address,2015,BROADWAY,,,,NEW YORK,NY,10023,Manhattan,107,6,1028950,1011407501,MN14,40.77610417,-73.98215654
A0211354,INS-000828797,02/11/2025,2025,BA-1700158-2024,BA-1700158,Pink and White Markets Inc,,Supermarket - 819,Scale,Scale,Scale Inspection,Pre-pack Scale - 01,7,7,0,,Complete Address,2015,BROADWAY,,,,NEW YORK,NY,10023,Manhattan,107,6,1028950,1011407501,MN14,40.77610417,-73.98215654
A0211354,INS-000828797,02/11/2025,2025,BA-1700158-2024,BA-1700158,Pink and White Markets Inc,,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,7,7,0,,Complete Address,2015,BROADWAY,,,,NEW YORK,NY,10023,Manhattan,107,6,1028950,1011407501,MN14,40.77610417,-73.98215654
A0138819,INS-000681815,10/11/2023,2023,BA-1451453-2022,BA-1451453,"PLATINUM & WHITE MARKETS, INC.",,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,14,14,0,,Complete Address,1251,3RD AVE,,,,NEW YORK,NY,10021,Manhattan,108,5,1043964,1014270001,MN31,40.76984902,-73.96051847
A0216736,INS-000838004,03/18/2025,2025,BA-1451453-2022,BA-1451453,"PLATINUM & WHITE MARKETS, INC.",,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,14,14,0,,Complete Address,1251,3RD AVE,,,,NEW YORK,NY,10021,Manhattan,108,5,1043964,1014270001,MN31,40.76984902,-73.96051847
A0173891,INS-000753664,06/14/2024,2024,BA-1445885-2022,BA-1445885,POM GROUP II INC,,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,10,10,0,,Complete Address,33,LINCOLN ROAD,,,,BROOKLYN,NY,11225,Brooklyn,309,40,3426435,3050240074,BK60,40.66078354,-73.96148411
A0128734,INS-000654412,07/19/2023,2023,BA-1445885-2022,BA-1445885,POM GROUP II INC,,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,11,11,0,,Complete Address,33,LINCOLN ROAD,,,,BROOKLYN,NY,11225,Brooklyn,309,40,3426435,3050240074,BK60,40.66078354,-73.96148411
A0201960,INS-000809818,12/04/2024,2024,BA-1415892-2022,BA-1415892,POM GROUP INC.,,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,8,8,0,,Complete Address,1133,MANHATTAN AVE,,,,BROOKLYN,NY,11222,Brooklyn,301,33,3426097,3024820026,BK76,40.7370886,-73.95540305
A0158891,INS-000725710,03/18/2024,2024,BA-1408149-2022,BA-1408149,PORTOKALI MARKET CORP,,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,12,12,0,,Complete Address,1519,SHEEPSHEAD BAY RD,,,,BROOKLYN,NY,11235,Brooklyn,315,48,3204955,3074600012,BK17,40.58731367,-73.9538829
A0204440,INS-000814398,12/19/2024,2024,BA-1456100-2022,BA-1456100,POST FOOD CORP,,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,11,11,0,,Complete Address,317,9 AVENUE,,,,NEW YORK,NY,10001,Manhattan,104,3,1077349,1007260001,MN13,40.74986032,-73.99888838
A0196948,INS-000800203,10/31/2024,2024,BA-1445529-2022,BA-1445529,"PRAMUKH HEALTH MARKET, INC.",,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,5,5,0,,Complete Address,1701,CHURCH AVE,,,,BROOKLYN,NY,11226,Brooklyn,314,40,3116502,3050780042,BK42,40.649119,-73.96391613
A0165853,INS-000737927,04/25/2024,2024,BA-1610989-2023,BA-1610989,"Premier Farmers Market, LLC",,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,3,3,0,,Complete Address,39-06,108 STREET,,,,FLUSHING,NY,11368,Queens,403,21,4620459,4017767501,QN26,40.75136886,-73.85910992
A0165853,INS-000737927,04/25/2024,2024,BA-1610989-2023,BA-1610989,"Premier Farmers Market, LLC",,Supermarket - 819,Scale,Scale,Scale Inspection,Customer Scale - 01,1,1,0,,Complete Address,39-06,108 STREET,,,,FLUSHING,NY,11368,Queens,403,21,4620459,4017767501,QN26,40.75136886,-73.85910992
A0165853,INS-000737927,04/25/2024,2024,BA-1610989-2023,BA-1610989,"Premier Farmers Market, LLC",,Supermarket - 819,Scale,Scale,Scale Inspection,Pre-pack Scale - 01,2,2,0,,Complete Address,39-06,108 STREET,,,,FLUSHING,NY,11368,Queens,403,21,4620459,4017767501,QN26,40.75136886,-73.85910992
A0197231,INS-000800748,11/01/2024,2024,BA-1465691-2022,BA-1465691,PRINCE FOOD CORP.,,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,12,12,0,,Complete Address,2044,BOSTON RD,,,,BRONX,NY,10460,Bronx,206,15,2013281,2031390001,BX17,40.84111968,-73.87919498
A0157619,INS-000723382,03/08/2024,2024,BA-1408926-2022,BA-1408926,PS MEAT CORP.,,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,8,8,0,,Complete Address,238,W 116TH ST,,,,NEW YORK,NY,10026,Manhattan,110,9,1055245,1018310051,MN11,40.80388958,-73.95413741
A0216643,INS-000837855,03/18/2025,2025,BA-1408926-2022,BA-1408926,PS MEAT CORP.,,Supermarket - 819,Scale,Scale,Scale Inspection,Customer Scale - 01,1,1,0,,Complete Address,238,W 116TH ST,,,,NEW YORK,NY,10026,Manhattan,110,9,1055245,1018310051,MN11,40.80388958,-73.95413741
A0216643,INS-000837855,03/18/2025,2025,BA-1408926-2022,BA-1408926,PS MEAT CORP.,,Supermarket - 819,Scale,Scale,Scale Inspection,Pre-pack Scale - 01,2,2,0,,Complete Address,238,W 116TH ST,,,,NEW YORK,NY,10026,Manhattan,110,9,1055245,1018310051,MN11,40.80388958,-73.95413741
A0216643,INS-000837855,03/18/2025,2025,BA-1408926-2022,BA-1408926,PS MEAT CORP.,,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,5,5,0,,Complete Address,238,W 116TH ST,,,,NEW YORK,NY,10026,Manhattan,110,9,1055245,1018310051,MN11,40.80388958,-73.95413741
A0159893,INS-000726004,03/22/2024,2024,BA-1617887-2023,BA-1617887,QUEENS SHOPRITE ASSOCIATES LLC,,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,31,31,0,,Complete Address,133-11,20 AVENUE,,,,COLLEGE POINT,NY,11356,Queens,407,19,4536688,4041380001,QN49,40.78166112,-73.83522123
A0159893,INS-000726004,03/22/2024,2024,BA-1617887-2023,BA-1617887,QUEENS SHOPRITE ASSOCIATES LLC,,Supermarket - 819,Scale,Scale,Scale Inspection,Customer Scale - 01,1,1,0,,Complete Address,133-11,20 AVENUE,,,,COLLEGE POINT,NY,11356,Queens,407,19,4536688,4041380001,QN49,40.78166112,-73.83522123
A0159893,INS-000726004,03/22/2024,2024,BA-1617887-2023,BA-1617887,QUEENS SHOPRITE ASSOCIATES LLC,,Supermarket - 819,Scale,Scale,Scale Inspection,Pre-pack Scale - 01,8,8,0,,Complete Address,133-11,20 AVENUE,,,,COLLEGE POINT,NY,11356,Queens,407,19,4536688,4041380001,QN49,40.78166112,-73.83522123
A0182078,INS-000762609,08/08/2024,2024,BA-1617887-2023,BA-1617887,QUEENS SHOPRITE ASSOCIATES LLC,,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,4,4,0,,Complete Address,133-11,20 AVENUE,,,,COLLEGE POINT,NY,11356,Queens,407,19,4536688,4041380001,QN49,40.78166112,-73.83522123
A0207865,INS-000820857,01/16/2025,2025,BA-1617887-2023,BA-1617887,QUEENS SHOPRITE ASSOCIATES LLC,,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,38,38,0,,Complete Address,133-11,20 AVENUE,,,,COLLEGE POINT,NY,11356,Queens,407,19,4536688,4041380001,QN49,40.78166112,-73.83522123
A0203643,INS-000812787,12/12/2024,2024,BA-1716662-2024,BA-1716662,"R & C 52 ARLINGTON MARKETPLACE, INC.",,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,6,6,0,,Complete Address,52,ARLINGTON AVE,,,,BROOKLYN,NY,11207,Brooklyn,305,37,3087445,3039320022,BK83,40.67962962,-73.89282372
A0178140,INS-000762256,07/16/2024,2024,BA-1447424-2022,BA-1447424,R & M GLATT SUPERMARKET OF 108 ST. CORP,,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,9,9,0,,Complete Address,6364,108TH ST,,,,FOREST HILLS,NY,11375,Queens,406,29,4051445,4021480033,QN17,40.73339823,-73.84984942
A0178140,INS-000762256,07/16/2024,2024,BA-1447424-2022,BA-1447424,R & M GLATT SUPERMARKET OF 108 ST. CORP,,Supermarket - 819,Scale,Scale,Scale Inspection,Pre-pack Scale - 01,2,2,0,,Complete Address,6364,108TH ST,,,,FOREST HILLS,NY,11375,Queens,406,29,4051445,4021480033,QN17,40.73339823,-73.84984942
A0211521,INS-000829185,02/12/2025,2025,BA-1447424-2022,BA-1447424,R & M GLATT SUPERMARKET OF 108 ST. CORP,,Supermarket - 819,Scale,Scale,Scale Inspection,Customer Scale - 01,1,1,0,,Complete Address,6364,108TH ST,,,,FOREST HILLS,NY,11375,Queens,406,29,4051445,4021480033,QN17,40.73339823,-73.84984942
A0211521,INS-000829185,02/12/2025,2025,BA-1447424-2022,BA-1447424,R & M GLATT SUPERMARKET OF 108 ST. CORP,,Supermarket - 819,Scale,Scale,Scale Inspection,Pre-pack Scale - 01,5,5,0,,Complete Address,6364,108TH ST,,,,FOREST HILLS,NY,11375,Queens,406,29,4051445,4021480033,QN17,40.73339823,-73.84984942
A0211521,INS-000829185,02/12/2025,2025,BA-1447424-2022,BA-1447424,R & M GLATT SUPERMARKET OF 108 ST. CORP,,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,6,6,0,,Complete Address,6364,108TH ST,,,,FOREST HILLS,NY,11375,Queens,406,29,4051445,4021480033,QN17,40.73339823,-73.84984942
A0134719,INS-000665126,09/11/2023,2023,BA-1467239-2022,BA-1467239,R & M SUPERMARKET 63 DR. INC,,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,10,10,0,,Complete Address,9117,63RD DR,,,,REGO PARK,NY,11374,Queens,406,30,4072815,4031030060,QN18,40.72660406,-73.86462463
A0203146,INS-000811935,12/11/2024,2024,BA-1467239-2022,BA-1467239,R & M SUPERMARKET 63 DR. INC,,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,9,9,0,,Complete Address,9117,63RD DR,,,,REGO PARK,NY,11374,Queens,406,30,4072815,4031030060,QN18,40.72660406,-73.86462463
A0203146,INS-000811935,12/11/2024,2024,BA-1467239-2022,BA-1467239,R & M SUPERMARKET 63 DR. INC,,Supermarket - 819,Scale,Scale,Scale Inspection,Customer Scale - 01,1,1,0,,Complete Address,9117,63RD DR,,,,REGO PARK,NY,11374,Queens,406,30,4072815,4031030060,QN18,40.72660406,-73.86462463
A0179688,INS-000765449,07/24/2024,2024,BA-1451784-2022,BA-1451784,R.J. CASTLE HILL FOOD CORP,,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,1345,CASTLE HILL AVE,,,,BRONX,NY,10462,Bronx,209,18,2029044,2039350064,BX46,40.83525271,-73.85198658
A0177017,INS-000759988,07/09/2024,2024,BA-1451784-2022,BA-1451784,R.J. CASTLE HILL FOOD CORP,,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,6,6,0,,Complete Address,1345,CASTLE HILL AVE,,,,BRONX,NY,10462,Bronx,209,18,2029044,2039350064,BX46,40.83525271,-73.85198658
A0177017,INS-000759988,07/09/2024,2024,BA-1451784-2022,BA-1451784,R.J. CASTLE HILL FOOD CORP,,Supermarket - 819,Scale,Scale,Scale Inspection,Customer Scale - 01,1,1,0,,Complete Address,1345,CASTLE HILL AVE,,,,BRONX,NY,10462,Bronx,209,18,2029044,2039350064,BX46,40.83525271,-73.85198658
A0177017,INS-000759988,07/09/2024,2024,BA-1451784-2022,BA-1451784,R.J. CASTLE HILL FOOD CORP,,Supermarket - 819,Scale,Scale,Scale Inspection,Pre-pack Scale - 01,2,1,4,Confiscated,Complete Address,1345,CASTLE HILL AVE,,,,BRONX,NY,10462,Bronx,209,18,2029044,2039350064,BX46,40.83525271,-73.85198658
A0207672,INS-000820522,01/15/2025,2025,BA-1451784-2022,BA-1451784,R.J. CASTLE HILL FOOD CORP,,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,9,9,0,,Complete Address,1345,CASTLE HILL AVE,,,,BRONX,NY,10462,Bronx,209,18,2029044,2039350064,BX46,40.83525271,-73.85198658
A0165416,INS-000737212,04/24/2024,2024,BA-1454695-2022,BA-1454695,R&M AMSTERDAM FOOD LLC,,Supermarket - 819,Scale,Scale,Scale Inspection,Customer Scale - 01,2,2,0,,Complete Address,733,AMSTERDAM AVENUE,,,,NEW YORK,NY,10025,Manhattan,107,7,1032587,1012267502,MN12,40.79380532,-73.9705335
A0165416,INS-000737212,04/24/2024,2024,BA-1454695-2022,BA-1454695,R&M AMSTERDAM FOOD LLC,,Supermarket - 819,Scale,Scale,Scale Inspection,Pre-pack Scale - 01,6,6,0,,Complete Address,733,AMSTERDAM AVENUE,,,,NEW YORK,NY,10025,Manhattan,107,7,1032587,1012267502,MN12,40.79380532,-73.9705335
A0165416,INS-000737212,04/24/2024,2024,BA-1454695-2022,BA-1454695,R&M AMSTERDAM FOOD LLC,,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,10,10,0,,Complete Address,733,AMSTERDAM AVENUE,,,,NEW YORK,NY,10025,Manhattan,107,7,1032587,1012267502,MN12,40.79380532,-73.9705335
A0217073,INS-000838587,03/19/2025,2025,BA-1454695-2022,BA-1454695,R&M AMSTERDAM FOOD LLC,,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,18,18,0,,Complete Address,733,AMSTERDAM AVENUE,,,,NEW YORK,NY,10025,Manhattan,107,7,1032587,1012267502,MN12,40.79380532,-73.9705335
A0126813,INS-000651338,07/03/2023,2023,BA-1410768-2022,BA-1410768,RAINBOW PAPER SALES INC.,,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,8,8,0,,Complete Address,1482,CONEY ISLAND AVE,,,,BROOKLYN,NY,11230,Brooklyn,312,44,3171513,3065360020,BK46,40.6213392,-73.96453272
A0164134,INS-000735057,04/17/2024,2024,BA-1692104-2024,BA-1692104,"RALPH AVENUE MEAT, CORP.",,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,12,12,0,,Complete Address,1804,RALPH AVE,,,,BROOKLYN,NY,11236,Brooklyn,318,46,3223371,3079790146,BK58,40.6328413,-73.91869149
A0217374,INS-000839092,03/20/2025,2025,BA-1692104-2024,BA-1692104,"RALPH AVENUE MEAT, CORP.",,Supermarket - 819,Scale,Scale,Scale Inspection,Pre-pack Scale - 01,4,1,1,Confiscated,Complete Address,1804,RALPH AVE,,,,BROOKLYN,NY,11236,Brooklyn,318,46,3223371,3079790146,BK58,40.6328413,-73.91869149
A0217374,INS-000839092,03/20/2025,2025,BA-1692104-2024,BA-1692104,"RALPH AVENUE MEAT, CORP.",,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,8,8,0,,Complete Address,1804,RALPH AVE,,,,BROOKLYN,NY,11236,Brooklyn,318,46,3223371,3079790146,BK58,40.6328413,-73.91869149
A0160708,INS-000728994,03/27/2024,2024,BA-1552996-2022,BA-1552996,READ ORGANIC LLC,,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,7,7,0,,Complete Address,245,MALCOLM X BOULEVARD,,,,BROOKLYN,NY,11233,Brooklyn,303,36,3046201,3016620001,,40.68435414,-73.92933372
A0144350,INS-000692104,11/27/2023,2023,BA-1541209-2022,BA-1541209,"REGO PARK AJ MET, INC.",,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,7,7,0,,Complete Address,9736,63RD RD,,,,REGO PARK,NY,11374,Queens,406,24,4050427,4020890012,,40.73125662,-73.86019159
A0209695,INS-000825836,01/30/2025,2025,BA-1541209-2022,BA-1541209,"REGO PARK AJ MET, INC.",,Supermarket - 819,Scale,Scale,Scale Inspection,Customer Scale - 01,1,1,0,,Complete Address,9736,63RD RD,,,,REGO PARK,NY,11374,Queens,406,24,4050427,4020890012,,40.73125662,-73.86019159
A0209695,INS-000825836,01/30/2025,2025,BA-1541209-2022,BA-1541209,"REGO PARK AJ MET, INC.",,Supermarket - 819,Scale,Scale,Scale Inspection,Pre-pack Scale - 01,3,3,0,,Complete Address,9736,63RD RD,,,,REGO PARK,NY,11374,Queens,406,24,4050427,4020890012,,40.73125662,-73.86019159
A0209695,INS-000825836,01/30/2025,2025,BA-1541209-2022,BA-1541209,"REGO PARK AJ MET, INC.",,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,4,4,0,,Complete Address,9736,63RD RD,,,,REGO PARK,NY,11374,Queens,406,24,4050427,4020890012,,40.73125662,-73.86019159
